237,240,K,286,P
177,180,L,233,K
180,180,T,227,P
238,240,K,286,P
237,240,K,286,P
180,180,L,233,K
180,180,L,232,T
178,180,T,227,P
359,360,T,407,P
296,300,P,346,K
239,240,T,285,K
299,300,T,345,K
237,240,T,287,P
180,180,K,226,P
360,360,P,406,K
176,180,P,226,K
297,300,P,354,L
357,360,K,413,L
299,300,T,345,K
177,180,L,234,P
299,300,K,345,T
238,240,L,294,P
297,300,K,346,P
360,360,K,413,L
298,300,T,347,P
300,300,T,347,P
239,240,K,286,P
240,240,T,287,P
176,180,T,225,K
297,300,K,346,P
177,180,L,233,K
296,300,L,352,T
296,300,T,345,K
360,360,P,407,T
299,300,T,345,K
357,360,L,412,T
240,240,P,287,T
177,180,P,234,L
239,240,K,285,T
239,240,P,294,L
176,180,P,234,L
237,240,K,293,L
240,240,L,292,T
178,180,T,232,L
357,360,P,414,L
299,300,P,347,T
178,180,L,234,P
300,300,T,352,L
237,240,T,292,L
357,360,L,413,K
358,360,L,413,K
177,180,K,226,P
357,360,L,412,T
298,300,T,352,L
177,180,T,225,K
238,240,K,293,L
180,180,T,225,K
296,300,L,354,P
238,240,K,285,T
356,360,K,413,L
236,240,K,285,T
178,180,K,226,P
297,300,P,347,T
177,180,P,227,T
297,300,L,354,P
356,360,T,412,L
297,300,T,345,K
360,360,T,412,L
298,300,K,346,P
179,180,L,232,T
297,300,K,353,L
360,360,P,407,T
239,240,T,292,L
177,180,K,233,L
178,180,P,234,L
179,180,P,227,T
356,360,K,405,T
299,300,P,354,L
296,300,P,346,K
359,360,P,407,T
300,300,P,346,K
236,240,L,292,T
298,300,P,354,L
176,180,T,225,K
360,360,L,413,K
356,360,T,412,L
296,300,L,354,P
356,360,K,405,T
238,240,L,294,P
299,300,K,345,T
360,360,K,413,L
180,180,K,233,L
178,180,P,226,K
176,180,K,226,P
180,180,T,225,K
239,240,K,293,L
180,180,K,226,P
356,360,K,405,T
296,300,P,347,T
358,360,L,414,P
298,300,L,354,P
356,360,T,407,P
358,360,T,412,L
296,300,L,353,K
236,240,L,292,T
240,240,T,287,P
176,180,P,234,L
178,180,T,227,P
238,240,P,286,K
178,180,L,234,P
177,180,P,226,K
179,180,K,233,L
180,180,K,233,L
300,300,T,345,K
300,300,K,345,T
299,300,K,345,T
298,300,K,353,L
298,300,L,353,K
240,240,K,286,P
359,360,T,405,K
300,300,T,347,P
179,180,K,226,P
239,240,L,293,K
356,360,P,414,L
239,240,L,293,K
180,180,L,233,K
238,240,P,294,L
298,300,P,354,L
296,300,K,353,L
298,300,L,352,T
357,360,T,405,K
178,180,P,227,T
299,300,T,352,L
236,240,L,293,K
180,180,P,227,T
237,240,L,294,P
178,180,T,225,K
299,300,P,347,T
296,300,L,354,P
299,300,P,354,L
298,300,L,352,T
357,360,T,405,K
239,240,P,294,L
296,300,K,346,P
240,240,P,294,L
237,240,L,294,P
239,240,P,294,L
296,300,P,354,L
236,240,P,286,K
299,300,K,345,T
358,360,T,412,L
178,180,P,226,K
176,180,T,232,L
358,360,K,406,P
180,180,T,227,P
356,360,T,412,L
239,240,T,292,L
179,180,K,233,L
298,300,K,353,L
236,240,L,294,P
240,240,T,285,K
357,360,T,407,P
300,300,P,346,K
177,180,T,232,L
176,180,K,225,T
177,180,T,232,L
356,360,P,407,T
239,240,L,292,T
299,300,L,353,K
299,300,L,352,T
358,360,L,414,P
177,180,L,234,P
177,180,T,232,L
176,180,L,232,T
358,360,P,406,K
236,240,T,287,P
236,240,K,285,T
300,300,T,345,K
179,180,K,226,P
357,360,L,413,K
298,300,P,346,K
298,300,T,352,L
300,300,P,354,L
298,300,P,354,L
356,360,K,406,P
358,360,T,412,L
178,180,T,232,L
176,180,T,232,L
239,240,P,286,K
180,180,L,232,T
176,180,T,227,P
359,360,T,405,K
237,240,P,286,K
356,360,P,414,L
300,300,L,354,P
359,360,P,406,K
238,240,T,287,P
300,300,L,354,P
239,240,P,287,T
240,240,T,292,L
179,180,T,232,L
179,180,P,227,T
356,360,K,406,P
359,360,T,407,P
178,180,T,227,P
300,300,T,352,L
178,180,L,232,T
237,240,K,293,L
297,300,L,353,K
299,300,T,345,K
177,180,K,226,P
237,240,K,293,L
299,300,L,352,T
178,180,K,233,L
300,300,P,346,K
357,360,L,414,P
179,180,L,232,T
358,360,K,413,L
357,360,P,414,L
358,360,P,407,T
296,300,P,346,K
237,240,L,292,T
298,300,T,345,K
176,180,L,234,P
356,360,P,406,K
238,240,T,287,P
179,180,K,226,P
239,240,L,293,K
300,300,K,353,L
179,180,L,232,T
239,240,T,285,K
177,180,L,232,T
177,180,T,227,P
237,240,L,293,K
300,300,P,354,L
180,180,P,234,L
300,300,T,347,P
360,360,T,407,P
358,360,L,413,K
239,240,T,287,P
297,300,K,353,L
238,240,K,286,P
236,240,P,286,K
236,240,T,285,K
298,300,P,347,T
178,180,L,233,K
238,240,P,287,T
297,300,L,353,K
357,360,K,413,L
299,300,L,352,T
237,240,P,294,L
178,180,K,233,L
177,180,T,227,P
177,180,P,226,K
299,300,L,354,P
359,360,L,414,P
239,240,L,292,T
356,360,L,413,K
237,240,P,294,L
358,360,P,414,L
179,180,K,225,T
238,240,K,285,T
298,300,L,354,P
179,180,K,226,P
176,180,K,225,T
297,300,P,347,T
239,240,L,292,T
237,240,K,285,T
297,300,T,352,L
300,300,K,345,T
178,180,K,233,L
178,180,P,226,K
299,300,L,354,P
239,240,T,287,P
300,300,L,354,P
356,360,P,407,T
176,180,T,225,K
300,300,L,353,K
240,240,P,287,T
239,240,K,286,P
238,240,L,292,T
359,360,P,406,K
359,360,K,413,L
296,300,T,352,L
176,180,P,234,L
360,360,L,413,K
237,240,P,287,T
238,240,K,285,T
356,360,L,412,T
299,300,T,352,L
240,240,K,286,P
179,180,K,225,T
296,300,T,352,L
236,240,P,286,K
239,240,K,285,T
296,300,K,345,T
356,360,P,406,K
177,180,K,233,L
239,240,P,294,L
179,180,T,225,K
360,360,T,405,K
299,300,P,354,L
360,360,K,413,L
177,180,K,233,L
297,300,T,352,L
296,300,L,354,P
179,180,T,225,K
236,240,P,287,T
178,180,K,225,T
297,300,T,352,L
179,180,L,232,T
177,180,P,226,K
177,180,L,234,P
357,360,T,412,L
298,300,P,347,T
239,240,K,286,P
179,180,L,232,T
240,240,T,292,L
236,240,K,285,T
176,180,K,225,T
236,240,T,292,L
356,360,T,407,P
357,360,L,412,T
299,300,K,353,L
298,300,T,345,K
176,180,T,227,P
356,360,L,412,T
300,300,L,352,T
356,360,K,413,L
237,240,L,292,T
180,180,L,233,K
297,300,L,354,P
177,180,P,234,L
300,300,T,352,L
359,360,K,406,P
296,300,K,346,P
299,300,L,353,K
178,180,L,232,T
238,240,L,294,P
237,240,T,292,L
180,180,T,225,K
298,300,T,352,L
358,360,L,413,K
180,180,T,232,L
300,300,L,352,T
360,360,P,414,L
239,240,L,292,T
358,360,T,407,P
176,180,P,227,T
180,180,P,227,T
180,180,L,233,K
297,300,K,346,P
179,180,K,225,T
239,240,P,287,T
178,180,K,225,T
179,180,K,225,T
358,360,P,406,K
179,180,K,233,L
356,360,P,414,L
296,300,P,346,K
359,360,L,414,P
180,180,P,226,K
296,300,P,347,T
176,180,L,232,T
178,180,L,232,T
299,300,T,347,P
360,360,L,413,K
240,240,P,294,L
236,240,K,285,T
240,240,T,285,K
358,360,P,414,L
236,240,K,286,P
238,240,L,293,K
359,360,L,413,K
297,300,K,345,T
178,180,T,232,L
237,240,L,292,T
237,240,K,286,P
296,300,P,347,T
356,360,T,412,L
358,360,L,414,P
236,240,L,292,T
358,360,K,406,P
296,300,T,345,K
357,360,P,414,L
176,180,K,226,P
296,300,L,353,K
356,360,P,414,L
298,300,K,346,P
300,300,P,346,K
358,360,K,406,P
359,360,K,413,L
299,300,T,345,K
177,180,K,225,T
298,300,T,347,P
177,180,L,232,T
358,360,K,406,P
297,300,L,353,K
239,240,K,286,P
358,360,L,412,T
180,180,P,227,T
240,240,K,285,T
357,360,K,413,L
297,300,P,347,T
299,300,L,354,P
300,300,P,346,K
179,180,K,225,T
239,240,P,294,L
240,240,L,294,P
359,360,P,414,L
237,240,T,287,P
238,240,K,293,L
178,180,T,227,P
298,300,P,346,K
240,240,P,294,L
358,360,P,414,L
359,360,P,414,L
236,240,T,287,P
176,180,T,225,K
297,300,P,346,K
237,240,K,285,T
356,360,T,412,L
236,240,P,294,L
296,300,K,346,P
358,360,K,406,P
296,300,K,346,P
356,360,P,414,L
297,300,K,345,T
297,300,K,345,T
357,360,L,414,P
176,180,L,233,K
240,240,T,285,K
180,180,L,233,K
298,300,K,345,T
359,360,K,405,T
177,180,P,226,K
178,180,P,234,L
300,300,L,354,P
239,240,K,293,L
297,300,T,347,P
300,300,T,347,P
180,180,K,226,P
180,180,P,226,K
236,240,T,287,P
237,240,T,285,K
358,360,P,414,L
358,360,L,413,K
238,240,P,286,K
300,300,T,347,P
356,360,T,405,K
360,360,L,414,P
176,180,P,226,K
178,180,T,232,L
299,300,P,346,K
296,300,T,345,K
238,240,P,294,L
300,300,P,354,L
178,180,P,234,L
296,300,K,345,T
238,240,T,287,P
177,180,P,234,L
299,300,L,353,K
358,360,L,412,T
300,300,P,354,L
359,360,T,405,K
176,180,K,225,T
240,240,K,285,T
360,360,P,414,L
176,180,T,227,P
177,180,T,227,P
298,300,K,345,T
238,240,L,292,T
179,180,P,227,T
176,180,T,232,L
178,180,L,234,P
237,240,K,285,T
239,240,L,294,P
296,300,T,352,L
356,360,L,414,P
357,360,K,406,P
237,240,T,287,P
300,300,T,352,L
239,240,P,286,K
359,360,P,414,L
239,240,K,293,L
297,300,T,347,P
299,300,P,346,K
358,360,P,406,K
356,360,L,414,P
356,360,K,406,P
357,360,T,407,P
300,300,P,346,K
357,360,L,412,T
298,300,L,354,P
240,240,T,287,P
178,180,K,226,P
239,240,L,292,T
300,300,T,347,P
177,180,K,226,P
176,180,P,234,L
237,240,L,293,K
357,360,K,413,L
299,300,L,353,K
238,240,K,293,L
356,360,T,407,P
356,360,T,405,K
180,180,T,232,L
360,360,L,413,K
297,300,T,345,K
299,300,L,353,K
359,360,T,412,L
239,240,L,293,K
237,240,K,285,T
298,300,T,345,K
177,180,P,226,K
297,300,L,352,T
176,180,K,233,L
299,300,T,345,K
237,240,L,294,P
180,180,K,233,L
177,180,L,234,P
238,240,K,293,L
298,300,K,346,P
237,240,L,294,P
357,360,K,405,T
297,300,T,345,K
299,300,P,354,L
402,404,D,454,L
381,381,T,430,B
402,404,R,446,S
212,216,R,263,H
351,352,P,401,J
317,319,V,378,B
179,182,M,242,H
322,324,L,373,U
280,281,B,325,E
328,328,S,379,H
297,298,P,356,O
399,400,E,443,G
300,304,T,352,H
415,416,W,473,A
272,273,N,326,H
355,355,H,396,K
182,182,G,227,I
381,384,I,435,T
329,331,J,372,K
358,358,B,408,K
280,283,L,339,J
257,257,V,308,U
372,376,N,430,O
273,273,E,314,F
303,304,H,348,D
280,282,K,323,H
244,248,Q,313,A
267,270,H,315,C
213,213,M,266,Q
400,404,W,451,N
235,238,E,283,O
195,196,E,240,K
296,299,C,346,T
260,264,Q,309,N
375,376,G,416,D
345,349,O,403,H
226,226,C,274,K
204,207,A,261,K
198,200,Q,258,D
223,224,R,269,T
315,315,D,355,G
221,224,J,269,U
186,189,F,230,E
274,278,R,328,I
279,280,N,327,V
255,257,H,302,C
244,244,N,291,W
226,229,K,270,H
212,213,L,255,M
357,361,U,404,F
338,338,C,386,K
190,190,W,234,J
363,363,H,413,V
355,355,I,399,K
342,345,H,401,L
204,206,G,258,L
350,351,Q,404,M
399,399,L,455,H
314,317,R,364,H
207,210,G,258,J
407,409,D,459,J
363,363,D,419,V
275,278,H,330,Q
277,281,L,322,B
415,415,L,471,H
196,197,G,244,A
326,329,P,382,G
366,370,A,424,I
212,214,J,267,B
316,316,I,361,G
363,367,R,420,F
265,267,D,325,Q
214,215,J,263,T
190,191,D,239,O
345,348,L,398,D
226,226,D,273,K
292,295,W,336,R
215,219,M,265,N
357,360,K,410,B
391,391,Q,446,E
220,220,A,268,F
191,192,L,244,T
373,377,N,424,W
279,280,D,334,M
315,318,V,381,A
202,204,E,245,F
341,342,K,389,D
260,261,A,312,H
290,291,Q,336,N
238,239,C,294,M
185,186,D,236,W
401,402,D,457,P
340,340,B,385,M
275,277,O,331,N
257,259,V,313,G
192,192,I,239,D
287,291,O,344,S
251,253,N,299,U
251,251,E,306,Q
405,405,N,448,T
396,399,T,445,D
374,377,F,422,C
241,244,I,300,B
352,352,M,405,U
401,401,R,454,D
163,167,V,222,M
114,114,H,156,G
134,138,D,188,W
375,376,N,427,D
250,254,Q,310,G
383,386,P,440,L
87,87,R,134,J
228,231,F,272,B
139,141,A,186,D
312,315,M,375,J
13,16,S,66,C
102,105,R,153,U
397,397,B,446,G
228,228,C,267,D
286,288,L,344,W
287,287,V,344,C
102,102,H,162,M
323,327,A,389,P
136,139,K,187,C
368,369,J,410,K
347,350,I,394,K
210,214,G,263,B
11,13,K,55,U
283,285,H,335,V
212,212,P,259,T
3,5,K,50,G
23,26,O,80,J
107,109,E,156,J
282,286,R,331,T
303,305,C,349,A
34,37,A,81,C
401,404,P,446,N
263,266,W,316,F
333,333,U,383,P
135,139,F,185,G
330,332,O,378,M
419,419,A,469,U
31,32,R,85,D
309,311,E,361,I
12,16,L,67,C
283,287,I,344,O
321,324,A,369,D
142,145,P,197,E
256,259,R,304,T
409,409,I,456,W
136,139,E,194,Q
5,5,W,49,V
417,418,Q,474,G
95,96,G,139,E
134,137,N,180,T
99,99,G,140,C
398,401,R,451,E
216,218,Q,263,N
29,31,W,72,K
149,153,E,200,W
83,85,K,130,G
52,54,A,112,N
146,149,K,190,H
47,50,L,107,Q
101,102,O,162,V
104,105,L,154,U
306,306,W,363,A
58,62,G,113,R
87,90,M,142,R
305,305,W,355,F
394,398,A,463,Q
0,2,A,47,D
230,232,B,281,G
160,160,W,214,O
413,416,V,463,I
217,220,T,266,F
39,40,W,83,P
79,80,E,122,C
335,335,H,386,S
313,315,J,371,L
190,192,B,252,Q
101,103,N,161,A
224,227,K,284,M
207,209,J,259,D
172,173,O,223,G
403,405,B,451,U
385,385,I,442,O
61,64,P,114,U
220,222,I,276,S
291,291,F,339,A
275,277,R,333,B
253,254,B,311,P
98,98,A,156,N
201,204,V,251,I
107,111,F,156,C
414,415,M,470,V
93,96,W,138,T
342,345,W,390,S
385,387,A,435,L
22,22,C,74,N
